departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,tipo_de_hurto,cantidad
CAUCA,SOTARA,19760000,ARMA BLANCA / CORTOPUNZANTE,22/05/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,EL PASO,20250000,ARMA BLANCA / CORTOPUNZANTE,16/08/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,VENECIA,5861000,ARMA BLANCA / CORTOPUNZANTE,19/07/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SANTA BARBARA,5679000,ARMA BLANCA / CORTOPUNZANTE,01/04/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,MARIPI,15442000,ARMA BLANCA / CORTOPUNZANTE,07/09/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,YARUMAL,5887000,ARMA BLANCA / CORTOPUNZANTE,11/09/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,FUENTE DE ORO,50287006,ARMA BLANCA / CORTOPUNZANTE,13/09/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001014,ARMA BLANCA / CORTOPUNZANTE,14/09/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,BELALCAZAR,17088000,ARMA BLANCA / CORTOPUNZANTE,19/09/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,04/09/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,16/08/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,09/07/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,ARMA BLANCA / CORTOPUNZANTE,12/08/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,21/06/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA BLANCA / CORTOPUNZANTE,03/04/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PORE,85263000,ARMA BLANCA / CORTOPUNZANTE,02/02/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,VILLANUEVA,85440000,ARMA BLANCA / CORTOPUNZANTE,01/01/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA BLANCA / CORTOPUNZANTE,30/01/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA BLANCA / CORTOPUNZANTE,22/04/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,23/03/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001006,ARMA BLANCA / CORTOPUNZANTE,12/03/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010000,ARMA BLANCA / CORTOPUNZANTE,16/04/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,09/08/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PORE,85263000,ARMA BLANCA / CORTOPUNZANTE,13/01/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA BLANCA / CORTOPUNZANTE,23/03/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA BLANCA / CORTOPUNZANTE,12/02/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA BLANCA / CORTOPUNZANTE,24/05/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,ARMA BLANCA / CORTOPUNZANTE,11/02/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA BLANCA / CORTOPUNZANTE,09/09/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001006,ARMA BLANCA / CORTOPUNZANTE,10/04/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,21/07/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,23/03/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,23/01/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,14/02/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,22/04/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,20/05/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,23/02/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,28/08/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,02/07/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,06/06/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,17/07/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,24/01/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,27/02/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,06/01/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,15/08/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,06/01/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,ARMA BLANCA / CORTOPUNZANTE,18/01/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,ARMA BLANCA / CORTOPUNZANTE,02/01/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,ARMA BLANCA / CORTOPUNZANTE,30/07/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,ARMA BLANCA / CORTOPUNZANTE,01/09/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,ARMA BLANCA / CORTOPUNZANTE,07/09/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010000,ARMA BLANCA / CORTOPUNZANTE,25/08/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010000,ARMA BLANCA / CORTOPUNZANTE,05/05/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010000,ARMA BLANCA / CORTOPUNZANTE,28/08/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010000,ARMA BLANCA / CORTOPUNZANTE,19/01/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010000,ARMA BLANCA / CORTOPUNZANTE,27/05/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PORE,85263000,ARMA BLANCA / CORTOPUNZANTE,25/06/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MONTERREY,85162000,ARMA BLANCA / CORTOPUNZANTE,10/04/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,26/03/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,TAURAMENA,85410000,ARMA BLANCA / CORTOPUNZANTE,31/01/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,TAURAMENA,85410000,ARMA BLANCA / CORTOPUNZANTE,31/07/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,TRINIDAD,85430000,ARMA BLANCA / CORTOPUNZANTE,13/03/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,TRINIDAD,85430000,ARMA BLANCA / CORTOPUNZANTE,08/06/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,TRINIDAD,85430000,ARMA BLANCA / CORTOPUNZANTE,16/05/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,SALDANA,73671000,ARMA BLANCA / CORTOPUNZANTE,28/09/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARINO,NARINO,52480000,ARMA BLANCA / CORTOPUNZANTE,04/05/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,AMAGA,5030000,ARMA BLANCA / CORTOPUNZANTE,25/09/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,CHIMA,23168000,ARMA BLANCA / CORTOPUNZANTE,04/10/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010000,ARMA BLANCA / CORTOPUNZANTE,08/10/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,01/10/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010000,ARMA BLANCA / CORTOPUNZANTE,16/10/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001018,ARMA BLANCA / CORTOPUNZANTE,12/10/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001013,ARMA BLANCA / CORTOPUNZANTE,08/10/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,VILLANUEVA,85440001,ARMA BLANCA / CORTOPUNZANTE,28/11/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,DON MATIAS,5237000,ARMA BLANCA / CORTOPUNZANTE,24/11/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,ARMA BLANCA / CORTOPUNZANTE,04/11/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010000,ARMA BLANCA / CORTOPUNZANTE,20/09/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001006,ARMA BLANCA / CORTOPUNZANTE,22/10/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,28/09/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010000,ARMA BLANCA / CORTOPUNZANTE,02/10/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA BLANCA / CORTOPUNZANTE,24/05/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,CHINU,23182000,ARMA BLANCA / CORTOPUNZANTE,29/12/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001003,ARMA BLANCA / CORTOPUNZANTE,11/10/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001018,ARMA BLANCA / CORTOPUNZANTE,09/10/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,14/10/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001001,ARMA BLANCA / CORTOPUNZANTE,21/10/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SILVANIA,25743000,ARMA BLANCA / CORTOPUNZANTE,05/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001042,ARMA BLANCA / CORTOPUNZANTE,20/10/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001009,ARMA BLANCA / CORTOPUNZANTE,26/09/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001018,ARMA BLANCA / CORTOPUNZANTE,10/08/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,31/12/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001014,ARMA BLANCA / CORTOPUNZANTE,29/04/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,CHINU,23182000,ARMA BLANCA / CORTOPUNZANTE,13/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO GAITAN,50568000,ARMA BLANCA / CORTOPUNZANTE,05/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,CERETE,23162000,ARMA BLANCA / CORTOPUNZANTE,07/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PORE,85263000,ARMA BLANCA / CORTOPUNZANTE,13/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PORE,85263000,ARMA BLANCA / CORTOPUNZANTE,15/01/2026,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,17/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYAN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,21/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO GAITAN,50568000,ARMA BLANCA / CORTOPUNZANTE,12/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,TELLO,41799000,ARMA BLANCA / CORTOPUNZANTE,28/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO GAITAN,50568000,ARMA BLANCA / CORTOPUNZANTE,09/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001013,ARMA BLANCA / CORTOPUNZANTE,31/07/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001005,ARMA BLANCA / CORTOPUNZANTE,18/08/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,PUERTO PARRA,68573000,ARMA BLANCA / CORTOPUNZANTE,23/11/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYAN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,29/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,BOSCONIA,20060000,ARMA BLANCA / CORTOPUNZANTE,30/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001018,ARMA BLANCA / CORTOPUNZANTE,18/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001018,ARMA BLANCA / CORTOPUNZANTE,14/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA BLANCA / CORTOPUNZANTE,20/01/2026,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA BLANCA / CORTOPUNZANTE,23/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001031,ARMA BLANCA / CORTOPUNZANTE,20/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,LA JAGUA DE IBIRICO,20400000,ARMA BLANCA / CORTOPUNZANTE,17/02/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO GAITAN,50568000,ARMA BLANCA / CORTOPUNZANTE,02/02/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN CARLOS DE GUAROA,50680000,ARMA BLANCA / CORTOPUNZANTE,07/02/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001027,ARMA BLANCA / CORTOPUNZANTE,20/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,30/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,SAN LUIS,73678004,ARMA BLANCA / CORTOPUNZANTE,18/02/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,24/02/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,16/01/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,05/10/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,12/06/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,28/06/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001015,ARMA BLANCA / CORTOPUNZANTE,11/08/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001001,ARMA BLANCA / CORTOPUNZANTE,28/05/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,07/10/2025,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,08/10/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ALVARADO,73026000,ARMA BLANCA / CORTOPUNZANTE,31/05/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ALVARADO,73026000,ARMA BLANCA / CORTOPUNZANTE,18/08/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,09/03/2026,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,02/07/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,FORTUL,81300000,ARMA BLANCA / CORTOPUNZANTE,10/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,CURUMANI,20228000,ARMA BLANCA / CORTOPUNZANTE,11/02/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,CURUMANI,20228000,ARMA BLANCA / CORTOPUNZANTE,30/01/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001018,ARMA BLANCA / CORTOPUNZANTE,29/03/2026,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SAN LUIS DE GACENO,15667000,ARMA BLANCA / CORTOPUNZANTE,01/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,CHINU,23182000,ARMA BLANCA / CORTOPUNZANTE,08/02/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,01/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,TENA,25797000,ARMA BLANCA / CORTOPUNZANTE,03/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,LEBRIJA,68406000,ARMA BLANCA / CORTOPUNZANTE,03/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,ACACIAS,50006000,ARMA BLANCA / CORTOPUNZANTE,05/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,CASTILLA LA NUEVA,50150000,ARMA BLANCA / CORTOPUNZANTE,04/05/2023,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,04/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,CALDAS,5129000,ARMA BLANCA / CORTOPUNZANTE,07/05/2023,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,02/01/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTIN CODAZZI,20013000,ARMA BLANCA / CORTOPUNZANTE,14/04/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,ACACIAS,50006000,ARMA BLANCA / CORTOPUNZANTE,13/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,RICAURTE,25612000,ARMA BLANCA / CORTOPUNZANTE,16/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,LEBRIJA,68406000,ARMA BLANCA / CORTOPUNZANTE,27/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,POLONUEVO,8558000,ARMA BLANCA / CORTOPUNZANTE,08/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,SUAZA,41770000,ARMA BLANCA / CORTOPUNZANTE,12/02/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,02/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,CURUMANI,20228000,ARMA BLANCA / CORTOPUNZANTE,31/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,CIMITARRA,68190000,ARMA BLANCA / CORTOPUNZANTE,16/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,25/02/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,ARBELAEZ,25053000,ARMA BLANCA / CORTOPUNZANTE,19/05/2023,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,TONA,68820000,ARMA BLANCA / CORTOPUNZANTE,18/01/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,NUNCHIA,85225000,ARMA BLANCA / CORTOPUNZANTE,03/01/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NORTE DE SANTANDER,SALAZAR,54660000,ARMA BLANCA / CORTOPUNZANTE,15/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANI,85139000,ARMA BLANCA / CORTOPUNZANTE,11/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MONTERREY,85162000,ARMA BLANCA / CORTOPUNZANTE,15/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,15/04/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,CABUYARO,50124000,ARMA BLANCA / CORTOPUNZANTE,26/04/2023,FEMENINO,ADULTOS,HURTO ABIGEATO,1
PUTUMAYO,MOCOA (CT),86001000,ARMA BLANCA / CORTOPUNZANTE,15/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,27/02/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,VIJES,76869000,ARMA BLANCA / CORTOPUNZANTE,01/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,09/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,FUQUENE,25288000,ARMA BLANCA / CORTOPUNZANTE,25/03/2023,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,EL COLEGIO,25245000,ARMA BLANCA / CORTOPUNZANTE,10/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,TIMANA,41807000,ARMA BLANCA / CORTOPUNZANTE,17/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,TUBARA,8832000,ARMA BLANCA / CORTOPUNZANTE,29/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,NEIVA (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,24/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,SAN LUIS,73678004,ARMA BLANCA / CORTOPUNZANTE,04/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,MORALES,13473000,ARMA BLANCA / CORTOPUNZANTE,12/02/2023,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN ONOFRE,70713000,ARMA BLANCA / CORTOPUNZANTE,25/02/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO LLERAS,50577000,ARMA BLANCA / CORTOPUNZANTE,01/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,NUNCHIA,85225000,ARMA BLANCA / CORTOPUNZANTE,27/04/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ROVIRA,73624000,ARMA BLANCA / CORTOPUNZANTE,09/05/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ATACO,73067000,ARMA BLANCA / CORTOPUNZANTE,26/04/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,SALDANA,73671000,ARMA BLANCA / CORTOPUNZANTE,24/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,TRINIDAD,85430000,ARMA BLANCA / CORTOPUNZANTE,25/02/2023,FEMENINO,ADULTOS,HURTO ABIGEATO,1
HUILA,LA PLATA,41396000,ARMA BLANCA / CORTOPUNZANTE,31/03/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN JUAN DE BETULIA,70702000,ARMA BLANCA / CORTOPUNZANTE,12/02/2023,MASCULINO,ADULTOS,HURTO ABIGEATO,1
